"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"5862","2929-P",99,1304.66241983697,"OKPAY","Los Angeles","New York","UK","National Pumpkin Festival","1623 D","1758 V",380,1150,12,"Knucklehead",591.790991489145,"Heavy"
"5865","2252-P",89,1299.5736480318,"ZUXLA","Los Angeles","New York","Canada","Local Pumpkin Festival","1917 N","1835 W",391,1326,-2,"Long Island Cheese",589.482739740452,"Heavy"
"5867","2916-P",11,1295.46749973111,"VKRZC","Houston","Texas","UK","Regional Pumpkin Festival","1387 B","1989 M",407,1416,-13,"Long Island Cheese",587.620203089499,"Heavy"
"5869","2359-P",1,1297.1206842633,"DVUPT","Nottingham","New York","Canada","Local Pumpkin Festival","1533 B","1597 Q",372,1094,22,"Long Island Cheese",588.370082674089,"Heavy"
"5871","2751-P",50,1300.56491950247,"NCBYT","Paris","Texas","Australia","National Pumpkin Festival","1166 D","1443 G",396,1352,-8,"Knucklehead",589.932377529926,"Heavy"
"5872","2005-P",99,1287.48721323628,"WZWRI","Houston","New York","UK","Local Pumpkin Festival","1215 C","1352 K",401,1369,0,"Long Island Cheese",584.000368881557,"Heavy"
"5874","2832-P",82,1300.68323208392,"NOWTK","Houston","Florida","UK","Regional Pumpkin Festival","1286 A","1478 U",413,1438,-6,"Long Island Cheese",589.986043764818,"Heavy"
"5876","2568-P",31,1285.5685927093,"XYHZQ","Paris","Florida","Canada","Regional Pumpkin Festival","1575 Z","1596 Y",396,1282,-3,"Long Island Cheese",583.13008831956,"Heavy"
"5883","2556-P",2,1287.86309429258,"OBVVJ","Nottingham","New York","Canada","Regional Pumpkin Festival","1879 G","1969 T",392,1320,-5,"Jarrahdale",584.170867410225,"Heavy"
"5884","2382-P",89,1281.05206200108,"VSJCO","Los Angeles","Florida","UK","Local Pumpkin Festival","1031 O","1174 R",383,1234,0,"Jarrahdale",581.081403429683,"Heavy"
"5888","2816-P",34,1266.12801598012,"KQCNF","Paris","California","UK","National Pumpkin Festival","1098 V","1717 W",393,1291,1,"Jarrahdale",574.311900562517,"Heavy"
"5889","2116-P",24,1256.79232558142,"TXMRN","Chicago","Florida","Australia","Regional Pumpkin Festival","1584 U","1413 Q",380,1161,14,"Long Island Cheese",570.077259176914,"Heavy"
"5890","2623-P",37,1257.35438463185,"MTNKR","Houston","Texas","Canada","Regional Pumpkin Festival","1460 V","1067 C",387,1258,2,"Long Island Cheese",570.332207489726,"Heavy"
"5891","2943-P",28,1254.56401248369,"JAXUZ","Chicago","Texas","Australia","Local Pumpkin Festival","1641 T","1074 X",384,1251,-4,"Lumina",569.066502986344,"Heavy"
"5892","2863-P",52,1263.93464044016,"YZTXF","New York","Florida","Canada","National Pumpkin Festival","1679 Q","1976 G",380,1205,8,"Lumina",573.316991944189,"Heavy"
"5894","2549-P",25,1253.24063377455,"GCZXH","Paris","New York","Canada","National Pumpkin Festival","1837 A","1393 T",386,1230,6,"Knucklehead",568.466222341717,"Heavy"
"5896","2884-P",26,1257.14206637815,"DRNVF","Nottingham","Florida","UK","Regional Pumpkin Festival","1681 K","1768 R",367,1117,10,"Long Island Cheese",570.235900561619,"Heavy"
"5897","2928-P",99,1254.92199358996,"ZEBZE","New York","California","Canada","National Pumpkin Festival","1405 D","1468 T",408,1407,-8,"Lumina",569.228882150939,"Heavy"
"5900","2976-P",84,1250.37698252685,"AJHYF","Nottingham","Florida","Canada","National Pumpkin Festival","1959 L","1762 D",380,1221,8,"Knucklehead",567.167278656833,"Heavy"
"5901","2863-P",52,1249.82039608061,"AXJKO","Los Angeles","Florida","Australia","Local Pumpkin Festival","1867 D","1400 J",2,4,-5,"Lumina",566.914812700995,"Heavy"
"5904","2315-P",87,1250.54724072758,"NWOUN","Houston","New York","UK","Regional Pumpkin Festival","1394 D","1979 Y",380,1186,3,"Knucklehead",567.244507270063,"Heavy"
"5905","2657-P",4,1231.69583939668,"BDCLB","Chicago","New York","Canada","Regional Pumpkin Festival","1386 Y","1599 O",392,1313,-9,"Knucklehead",558.693567720529,"Heavy"
"5906","2138-P",17,1234.36044781003,"GKSLF","Chicago","New York","Australia","National Pumpkin Festival","1260 N","1795 L",380,1148,7,"Long Island Cheese",559.902226168027,"Heavy"
"5907","2879-P",32,1228.95229655225,"MJSDR","Paris","New York","Canada","National Pumpkin Festival","1708 A","1023 O",368,1116,15,"Jarrahdale",557.449104849972,"Heavy"
"5908","2896-P",81,1239.75918174442,"LZLSF","Nottingham","New York","Canada","Local Pumpkin Festival","1739 T","1521 H",378,1197,-1,"Lumina",562.351075816211,"Heavy"
"5909","2351-P",69,1225.78233741783,"JDDFC","New York","New York","UK","Local Pumpkin Festival","1205 G","1488 C",386,1236,-2,"Jarrahdale",556.011220819117,"Heavy"
"5911","2107-P",21,1224.12438879628,"HQPIM","Paris","California","Canada","National Pumpkin Festival","1039 O","1066 U",371,1114,13,"Long Island Cheese",555.259180257769,"Heavy"
"5912","2965-P",48,1223.14190339763,"FRIUC","Nottingham","Florida","Australia","Regional Pumpkin Festival","1706 K","1337 U",366,1081,15,"Long Island Cheese",554.813527804421,"Heavy"
"5916","2700-P",70,1228.56399565563,"JKGDF","Nottingham","New York","Australia","Local Pumpkin Festival","1369 I","1649 M",388,1264,-7,"Knucklehead",557.272972718691,"Heavy"
"5919","2711-P",52,1233.96000855789,"EENYV","Chicago","Texas","UK","National Pumpkin Festival","1398 K","1311 I",385,1191,-2,"Knucklehead",559.720588114799,"Heavy"
"5921","2637-P",58,1222.34551312495,"LAOQF","Paris","Texas","UK","Local Pumpkin Festival","1463 J","1368 R",375,1188,3,"Lumina",554.452287546471,"Heavy"
"5923","2447-P",10,1223.18915719911,"QHJMV","New York","Florida","Canada","Local Pumpkin Festival","1817 X","1216 U",388,1292,-10,"Jarrahdale",554.834961988168,"Heavy"
"5924","2376-P",83,1221.64674012326,"FPRTR","New York","Florida","Australia","Regional Pumpkin Festival","1815 H","1292 O",378,1190,-2,"Long Island Cheese",554.13532619217,"Heavy"
"5931","2840-P",63,1211.58624653704,"ZDISE","Nottingham","Texas","Australia","Regional Pumpkin Festival","1121 V","1159 C",409,1391,-17,"Knucklehead",549.571916237433,"Heavy"
"5933","2029-P",22,1203.22226892505,"LDFPG","Los Angeles","Texas","UK","Regional Pumpkin Festival","1022 N","1339 F",397,1290,-8,"Long Island Cheese",545.778040880454,"Heavy"
"5936","2248-P",83,1214.27072249446,"TQHPV","Los Angeles","Texas","Canada","Local Pumpkin Festival","1278 Q","1093 M",-4,-3,-3,"Long Island Cheese",550.7895865438,"Heavy"
"5937","2241-P",20,1215.24237148482,"LFLGE","Paris","Florida","UK","Regional Pumpkin Festival","1720 Z","1188 Y",2,4,5,"Jarrahdale",551.230323634593,"Heavy"
"5938","2793-P",72,1215.19373486564,"RHUUV","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1887 S","1151 R",386,1260,0,"Long Island Cheese",551.208262208852,"Heavy"
"5941","2086-P",96,1201.34397178516,"BSBMY","Houston","Florida","Australia","National Pumpkin Festival","1460 X","1437 U",385,1275,-10,"Jarrahdale",544.926050886854,"Heavy"
"5942","2788-P",59,1199.98712446634,"UDJHA","New York","New York","Australia","Regional Pumpkin Festival","1807 H","1558 X",382,1191,-1,"Lumina",544.310588980467,"Heavy"
"5943","2963-P",73,1204.18988430686,"XCVKE","Chicago","Florida","Australia","Regional Pumpkin Festival","1186 D","1983 M",-1,-1,-1,"Lumina",546.216948338412,"Heavy"
"5945","2964-P",29,1206.76018638816,"JECLM","Nottingham","California","UK","Local Pumpkin Festival","1663 I","1337 D",362,1034,17,"Knucklehead",547.382829714305,"Heavy"
"5947","2216-P",61,1207.2285969073,"YNLBU","Paris","Florida","Canada","Local Pumpkin Festival","1387 H","1765 O",375,1123,8,"Lumina",547.595299331986,"Heavy"
"5949","2409-P",16,1203.65261065867,"JVKGD","New York","Texas","Australia","Regional Pumpkin Festival","1943 L","1914 N",381,1225,-8,"Knucklehead",545.9732426103,"Heavy"
"5950","2345-P",20,1197.63002172485,"XDBVI","Houston","California","Canada","Local Pumpkin Festival","1314 I","1098 U",383,1198,3,"Knucklehead",543.241414190715,"Heavy"
"5951","2996-P",10,1191.66157857031,"RQEHL","New York","Texas","Canada","Local Pumpkin Festival","1994 Z","1660 N",387,1239,-2,"Jarrahdale",540.534146135492,"Heavy"
"5954","2271-P",32,1184.61015226319,"QCWOC","Houston","California","Australia","National Pumpkin Festival","1538 B","1918 T",378,1168,0,"Long Island Cheese",537.335640144786,"Heavy"
"5955","2872-P",36,1192.44498005509,"SZYPP","New York","Florida","Canada","Local Pumpkin Festival","1939 F","1671 X",362,1072,10,"Knucklehead",540.889494717905,"Heavy"
"5959","2631-P",86,1185.90460865386,"NTUYR","New York","New York","Canada","Local Pumpkin Festival","1195 W","1960 X",382,1192,3,"Knucklehead",537.922801711811,"Heavy"
"5960","2689-P",85,1178.36536408272,"CFKHB","Nottingham","California","Australia","Local Pumpkin Festival","1648 E","1242 P",377,1138,8,"Lumina",534.503022808091,"Heavy"
"5961","2579-P",6,1175.27928902954,"SHBHR","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1243 L","1469 N",382,1227,-2,"Lumina",533.103188346883,"Heavy"
"5962","2205-P",49,1179.36642652117,"OMWVW","Los Angeles","Texas","Canada","National Pumpkin Festival","1365 E","1498 B",366,1076,7,"Jarrahdale",534.957101751414,"Heavy"
"5970","2710-P",20,1164.64901935402,"DDSDV","Houston","Florida","Australia","Regional Pumpkin Festival","1471 X","1848 A",358,1050,16,"Long Island Cheese",528.281329653462,"Heavy"
"5971","2958-P",3,1173.54561725259,"PLWKP","Los Angeles","California","Canada","Local Pumpkin Festival","1162 I","1459 O",381,1158,-4,"Knucklehead",532.316799987566,"Heavy"
"5972","2503-P",83,1176.6223785324,"NJAOG","Nottingham","Texas","Canada","Local Pumpkin Festival","1351 A","1098 I",396,1308,-6,"Jarrahdale",533.71240974889,"Heavy"
"5976","2736-P",76,1173.3033346897,"HWNAB","Houston","Florida","Canada","National Pumpkin Festival","1346 E","1776 D",5,1,1,"Long Island Cheese",532.206901337975,"Heavy"
"5977","2401-P",89,1166.69034168944,"ODYEG","Los Angeles","Florida","Australia","National Pumpkin Festival","1554 C","1886 R",392,1254,-6,"Lumina",529.207267390655,"Heavy"
"5978","2630-P",77,1155.54822382051,"FHNUT","New York","New York","Australia","National Pumpkin Festival","1425 V","1372 H",370,1132,4,"Long Island Cheese",524.153235879758,"Heavy"
"5979","2761-P",78,1156.25105755404,"RHAUL","Houston","Florida","Canada","Regional Pumpkin Festival","1927 V","1185 K",377,1151,-2,"Lumina",524.472039169934,"Heavy"
"5981","2126-P",50,1161.68214647658,"IUASP","Nottingham","New York","Australia","National Pumpkin Festival","1912 S","1567 N",376,1192,2,"Long Island Cheese",526.935564944471,"Heavy"
"5985","2985-P",28,1154.12901308388,"TDVQI","Paris","Texas","Canada","National Pumpkin Festival","1604 F","1214 D",-3,-2,-4,"Lumina",523.509486112617,"Heavy"
"5988","2951-P",17,1155.97916174214,"NGMZY","Los Angeles","New York","Canada","National Pumpkin Festival","1411 Z","1736 O",379,1147,-4,"Knucklehead",524.348708038711,"Heavy"
"5991","2780-P",59,1161.39362061769,"XBSSK","Los Angeles","Florida","UK","National Pumpkin Festival","1485 Q","1423 G",375,1117,2,"Lumina",526.804690473414,"Heavy"
"5994","2844-P",48,1156.30567992106,"TDTEH","Los Angeles","New York","UK","Local Pumpkin Festival","1095 S","1284 G",395,1316,-8,"Jarrahdale",524.496815713082,"Heavy"
"5996","2059-P",14,1150.12582934741,"SICWH","Paris","California","Australia","National Pumpkin Festival","1942 W","1684 W",364,1076,7,"Knucklehead",521.693653881615,"Heavy"
"5998","2386-P",11,1146.72840558924,"RVRLO","Paris","California","UK","Local Pumpkin Festival","1241 X","1015 K",379,1140,5,"Long Island Cheese",520.152592574271,"Heavy"
"6003","2354-P",30,1149.90688563418,"IESDB","New York","Florida","Australia","National Pumpkin Festival","1727 Y","1983 P",378,1146,-3,"Knucklehead",521.594341664781,"Heavy"
"6004","2524-P",29,1147.42781698611,"OYNYZ","Chicago","California","Australia","Local Pumpkin Festival","1695 Y","1889 A",395,1322,-14,"Long Island Cheese",520.469843502724,"Heavy"
"6010","2005-P",6,1144.70998795703,"XNDRQ","Paris","Florida","Canada","Regional Pumpkin Festival","1198 T","1471 D",378,1125,-1,"Lumina",519.237044342298,"Heavy"
"6011","2241-P",24,1139.32835280709,"VTSQE","New York","Texas","Canada","Local Pumpkin Festival","1759 Q","1198 T",361,1005,8,"Knucklehead",516.79595065186,"Heavy"
"6016","2958-P",51,1133.98325200193,"FINQW","Paris","Texas","Canada","Regional Pumpkin Festival","1801 M","1279 U",365,1023,13,"Jarrahdale",514.371428831501,"Heavy"
"6018","2902-P",77,1130.17270208672,"DROPI","Nottingham","Florida","Canada","National Pumpkin Festival","1753 J","1604 P",382,1169,-5,"Jarrahdale",512.642974728621,"Heavy"
"6022","2459-P",71,1132.96544163134,"KIMVV","Chicago","California","Australia","Regional Pumpkin Festival","1002 Q","1487 L",376,1149,-5,"Long Island Cheese",513.909753075995,"Heavy"
"6025","2395-P",60,1121.18479616288,"YHVLY","Houston","New York","Australia","National Pumpkin Festival","1173 A","1890 F",-2,-5,2,"Knucklehead",508.56608734595,"Heavy"
"6027","2948-P",36,1124.79424531572,"WYZOG","Nottingham","New York","Australia","National Pumpkin Festival","1779 H","1792 S",373,1168,-7,"Jarrahdale",510.203322741411,"Heavy"
"6028","2743-P",38,1119.04274674226,"GGCNT","Nottingham","New York","Canada","Regional Pumpkin Festival","1919 U","1716 R",380,1189,-3,"Jarrahdale",507.594460102629,"Heavy"
"6029","2867-P",42,1124.78034461476,"OORWZ","Houston","Texas","UK","Local Pumpkin Festival","1299 I","1290 X",375,1184,-1,"Lumina",510.19701742482,"Heavy"
"6030","2373-P",69,1112.26930748485,"LCSMC","Houston","Texas","Australia","National Pumpkin Festival","1904 X","1405 M",366,1110,6,"Knucklehead",504.522048210492,"Heavy"
"6031","2482-P",64,1125.46864516567,"WCBTJ","Nottingham","Florida","Australia","National Pumpkin Festival","1256 N","1180 O",3,-1,5,"Knucklehead",510.509228506611,"Heavy"
"6033","2484-P",55,1117.88703410048,"KRKBV","New York","Florida","Canada","Regional Pumpkin Festival","1622 X","1398 P",358,1046,1,"Long Island Cheese",507.070232287254,"Heavy"
"6035","2880-P",6,1107.44618776813,"SMSPY","Houston","Texas","Canada","National Pumpkin Festival","1161 F","1854 T",356,993,15,"Knucklehead",502.334295458646,"Heavy"
"6036","2062-P",40,1109.63729600385,"EQYSD","Houston","Florida","Canada","National Pumpkin Festival","1722 L","1060 C",368,1075,0,"Lumina",503.328175634513,"Heavy"
"6041","2625-P",53,1112.66891510319,"XWADE","Paris","New York","Australia","National Pumpkin Festival","1088 S","1063 I",365,1071,1,"Long Island Cheese",504.7033090371,"Heavy"
"6042","2132-P",20,1112.25095674489,"AYURY","Chicago","Florida","Canada","Local Pumpkin Festival","1355 U","1307 X",393,1258,-13,"Jarrahdale",504.513724369449,"Heavy"
"6045","2230-P",65,1105.46128018852,"OJCFD","Paris","New York","Australia","National Pumpkin Festival","1107 Y","1135 D",377,1124,-4,"Knucklehead",501.43394728682,"Heavy"
"6048","2179-P",55,1097.67904931679,"HRUHW","Chicago","Florida","UK","Local Pumpkin Festival","1561 C","1458 X",360,1036,11,"Lumina",497.903950520182,"Heavy"
"6054","2259-P",95,1097.77222316004,"VKSNX","Chicago","Florida","Canada","National Pumpkin Festival","1294 E","1353 V",363,1076,6,"Long Island Cheese",497.946213898232,"Heavy"
"6055","2260-P",63,1102.48191977944,"CERNA","Chicago","California","UK","Regional Pumpkin Festival","1630 J","1482 Z",384,1194,-4,"Knucklehead",500.082518270635,"Heavy"
"6056","2459-P",81,1107.57820137683,"VMNXR","New York","Florida","Canada","Regional Pumpkin Festival","1147 X","1646 T",359,1005,6,"Long Island Cheese",502.394176438734,"Heavy"
"6057","2952-P",5,1101.48634358216,"NCYPE","New York","Texas","UK","Local Pumpkin Festival","1238 X","1169 Z",358,1009,10,"Jarrahdale",499.630927869981,"Heavy"
"6059","2981-P",54,1089.76787060499,"RLZRG","New York","Texas","UK","Regional Pumpkin Festival","1872 I","1960 G",370,1134,-1,"Long Island Cheese",494.315463396984,"Heavy"
"6060","2977-P",89,1097.19160803873,"FSXHW","Chicago","California","Canada","Local Pumpkin Festival","1350 J","1124 M",362,1036,5,"Lumina",497.682848606881,"Heavy"
"6063","2940-P",44,1098.63764828164,"ICVJU","Paris","Texas","Australia","Local Pumpkin Festival","1790 B","1076 D",368,1108,-4,"Knucklehead",498.338768158233,"Heavy"
"6064","2463-P",39,1082.84377797414,"TSQQK","Nottingham","Florida","Canada","Local Pumpkin Festival","1206 V","1288 L",330,770,41,"Long Island Cheese",491.174715582934,"Heavy"
"6065","2160-P",91,1081.01828202792,"MXMKF","Houston","New York","Canada","Regional Pumpkin Festival","1641 L","1784 T",374,1170,-4,"Long Island Cheese",490.346676053667,"Heavy"
"6067","2376-P",77,1088.19840866327,"GULKW","Paris","Texas","Canada","National Pumpkin Festival","1780 J","1345 Q",379,1169,-4,"Knucklehead",493.603560130306,"Heavy"
"6068","2645-P",26,1085.4932419667,"UJMNA","Los Angeles","Texas","UK","National Pumpkin Festival","1744 W","1242 H",367,1070,-1,"Long Island Cheese",492.376504566226,"Heavy"
"6070","2801-P",40,1085.88099071756,"MBDDP","Paris","California","UK","National Pumpkin Festival","1853 Y","1813 E",359,1044,2,"Jarrahdale",492.552386245831,"Heavy"
"6072","2767-P",74,1087.22498566192,"BPIDX","Nottingham","New York","UK","Local Pumpkin Festival","1084 S","1794 H",347,954,18,"Jarrahdale",493.162018353405,"Heavy"
"6073","2178-P",15,1088.4101240132,"XZMWS","New York","Texas","Australia","Regional Pumpkin Festival","1748 A","1725 C",361,1034,3,"Long Island Cheese",493.699593583054,"Heavy"
"6075","2342-P",69,1076.55231995713,"ZPLBT","Houston","New York","Canada","Regional Pumpkin Festival","1755 F","1482 Z",384,1196,-9,"Long Island Cheese",488.32092894726,"Heavy"
"6076","2862-P",76,1084.05489968602,"CTYWE","Nottingham","California","UK","Local Pumpkin Festival","1923 L","1672 K",365,1030,7,"Knucklehead",491.724076787633,"Heavy"
"6078","2730-P",80,1073.24821489304,"IXBCG","Paris","California","Canada","Regional Pumpkin Festival","1476 J","1444 F",363,1051,-2,"Knucklehead",486.822196721874,"Heavy"
"6080","2378-P",30,1087.73222900182,"UFMHC","Houston","Florida","Canada","National Pumpkin Festival","1919 T","1500 O",374,1141,-10,"Knucklehead",493.392102423034,"Heavy"
"6082","2345-P",52,1076.75065937731,"ZELTS","Houston","California","UK","Regional Pumpkin Festival","1634 N","1124 R",377,1125,-4,"Knucklehead",488.410895118078,"Heavy"
"6084","2361-P",1,1079.12165851053,"CMIKA","Los Angeles","California","UK","Local Pumpkin Festival","1275 R","1205 U",353,975,10,"Lumina",489.486373269767,"Heavy"
"6087","2719-P",94,1077.73860121146,"DBGZJ","Nottingham","Florida","Canada","Regional Pumpkin Festival","1818 U","1289 U",358,1021,8,"Jarrahdale",488.859022594329,"Heavy"
"6091","2271-P",7,1057.15734925959,"CWLAG","New York","California","Canada","National Pumpkin Festival","1583 W","1802 U",380,1190,-13,"Long Island Cheese",479.523427950464,"Heavy"
"6092","2365-P",82,1056.1417572761,"JXJND","Nottingham","Florida","Australia","Regional Pumpkin Festival","1780 X","1529 O",334,849,29,"Jarrahdale",479.062758448741,"Heavy"
"6095","2494-P",59,1051.21108511556,"EIBYD","Paris","Texas","Australia","Local Pumpkin Festival","1211 A","1147 D",372,1105,-3,"Lumina",476.826220228413,"Heavy"
"6096","2780-P",50,1062.91545975208,"KQJIZ","Los Angeles","Florida","Australia","Local Pumpkin Festival","1416 U","1622 Y",363,1028,-2,"Long Island Cheese",482.135289736044,"Heavy"
"6101","2319-P",52,1053.56981365383,"NNCIP","Nottingham","Florida","Canada","National Pumpkin Festival","1889 G","1327 B",354,981,8,"Lumina",477.896132474747,"Heavy"
"6107","2321-P",64,1057.53068542015,"QCYMZ","Chicago","California","Australia","Local Pumpkin Festival","1648 K","1842 U",358,1010,6,"Lumina",479.692772121994,"Heavy"
"6108","2670-P",74,1057.58658793289,"QTWRI","Chicago","Florida","Australia","Local Pumpkin Festival","1189 U","1808 E",357,1005,2,"Lumina",479.718129335431,"Heavy"
"6110","2657-P",8,1052.54452448618,"EDCXJ","Los Angeles","Florida","UK","National Pumpkin Festival","1252 D","1857 Q",-3,3,-1,"Jarrahdale",477.431064359148,"Heavy"
"6111","2093-P",27,1045.17348083109,"XHXDR","Paris","California","UK","National Pumpkin Festival","1160 T","1807 A",376,1166,-14,"Jarrahdale",474.08758089045,"Heavy"
"6116","2345-P",14,1049.40136971828,"SCCPL","Houston","California","UK","National Pumpkin Festival","1087 M","1774 I",1,0,3,"Jarrahdale",476.005338709188,"Heavy"
"6118","2376-P",18,1046.42278852835,"MDOGC","Nottingham","New York","UK","Regional Pumpkin Festival","1176 R","1456 P",374,1119,-7,"Jarrahdale",474.654263144495,"Heavy"
"6125","2245-P",99,1034.2631256748,"XFSUA","Los Angeles","California","Canada","Local Pumpkin Festival","1767 T","1995 W",2,2,-5,"Lumina",469.138676256373,"Heavy"
"6127","2897-P",57,1049.42045754381,"ETLMI","Nottingham","New York","Canada","National Pumpkin Festival","1113 L","1086 F",368,1069,2,"Long Island Cheese",476.01399689005,"Heavy"
"6128","2234-P",58,1048.98748339154,"TVHJK","New York","New York","Canada","Regional Pumpkin Festival","1515 U","1599 Y",370,1094,-6,"Long Island Cheese",475.817601102939,"Heavy"
"6129","2287-P",98,1034.96107523423,"DVKIB","Los Angeles","Texas","Australia","Local Pumpkin Festival","1162 W","1642 J",345,935,8,"Lumina",469.455264099713,"Heavy"
"6131","2331-P",22,1033.02969490327,"FHVRK","Houston","Texas","Australia","Local Pumpkin Festival","1285 Z","1627 H",368,1080,-5,"Lumina",468.579195728599,"Heavy"
"6132","2665-P",48,1031.96286525484,"ACZLS","New York","New York","UK","Local Pumpkin Festival","1923 H","1651 Z",345,942,9,"Knucklehead",468.095284974527,"Heavy"
"6135","2033-P",46,1043.31285872776,"HDUHN","New York","Texas","UK","Regional Pumpkin Festival","1180 L","1137 N",355,986,10,"Jarrahdale",473.243608240842,"Heavy"
"6139","2380-P",19,1021.24375482462,"PHUOL","New York","New York","Canada","Local Pumpkin Festival","1745 N","1543 M",374,1107,-10,"Jarrahdale",463.233128379127,"Heavy"
"6143","2127-P",19,1035.16322179511,"LKHDX","Paris","Texas","Canada","National Pumpkin Festival","1849 Y","1532 K",353,925,7,"Long Island Cheese",469.546957178224,"Heavy"
"6147","2665-P",40,1022.72304573108,"JXIHY","Paris","Florida","Australia","National Pumpkin Festival","1894 W","1378 G",5,-3,-3,"Lumina",463.904130332521,"Heavy"
"6149","2850-P",24,1028.87740810495,"ZKKRT","New York","New York","UK","Local Pumpkin Festival","1286 A","1274 F",368,1117,-8,"Long Island Cheese",466.695730792411,"Heavy"
"6154","2496-P",34,1029.26507416181,"OKPVJ","Paris","Florida","Australia","Regional Pumpkin Festival","1030 S","1767 N",370,1072,0,"Jarrahdale",466.871574962266,"Heavy"
"6155","2126-P",50,1026.78295195196,"IGTOX","Chicago","Texas","Australia","Regional Pumpkin Festival","1971 C","1416 I",4,5,-1,"Long Island Cheese",465.745691713671,"Heavy"
"6156","2574-P",87,1027.49203778896,"OIMOG","New York","New York","Australia","Local Pumpkin Festival","1924 G","1843 R",364,1044,2,"Long Island Cheese",466.067330939383,"Heavy"
"6158","2447-P",86,1021.76170028467,"NXIRD","Los Angeles","California","UK","Local Pumpkin Festival","1169 D","1343 T",366,1050,-8,"Knucklehead",463.468066898606,"Heavy"
"6161","2242-P",45,1020.57428716309,"REXKX","Paris","New York","UK","National Pumpkin Festival","1436 C","1258 R",370,1094,-10,"Long Island Cheese",462.929459839923,"Heavy"
"6162","2594-P",65,1011.87335396279,"WZRVS","Chicago","Texas","Australia","National Pumpkin Festival","1404 P","1143 U",351,990,-2,"Lumina",458.98274243073,"Heavy"
"6164","2136-P",2,1017.48364126105,"LSDOO","Chicago","Florida","Australia","Regional Pumpkin Festival","1978 F","1074 K",354,1003,3,"Lumina",461.52755205527,"Heavy"
"6166","2963-P",44,1004.95146294218,"CMDQW","Chicago","New York","Australia","Local Pumpkin Festival","1808 G","1173 G",345,930,10,"Knucklehead",455.842993260535,"Heavy"
"6168","2137-P",25,1006.65501570608,"BLQLT","Nottingham","Texas","Australia","Regional Pumpkin Festival","1439 P","1251 C",360,1060,-10,"Lumina",456.615719725159,"Heavy"
"6171","2212-P",16,996.329559513554,"OOGPC","Paris","California","Canada","Regional Pumpkin Festival","1075 P","1342 B",351,943,2,"Jarrahdale",451.932123520618,"Heavy"
"6175","2674-P",38,1008.66866367217,"ABXMU","Chicago","Florida","UK","National Pumpkin Festival","1493 N","1389 H",344,886,11,"Knucklehead",457.529104450772,"Heavy"
"6176","2882-P",15,1008.12139439303,"KKYAS","Nottingham","California","UK","Regional Pumpkin Festival","1465 H","1894 P",361,1039,-1,"Long Island Cheese",457.280864734208,"Heavy"
"6177","2506-P",15,997.734182080999,"DYFSD","Los Angeles","Texas","UK","Local Pumpkin Festival","1998 Z","1568 P",-3,-1,2,"Lumina",452.569256137621,"Heavy"
"6182","2690-P",84,996.467332244106,"WGQRJ","Houston","Texas","Australia","Local Pumpkin Festival","1769 P","1368 W",0,-5,-2,"Knucklehead",451.99461682124,"Heavy"
"6186","2259-P",93,998.658608710393,"VDBEA","New York","New York","Canada","Regional Pumpkin Festival","1120 S","1606 Z",359,1028,-6,"Long Island Cheese",452.988573305993,"Heavy"
"6189","2673-P",46,989.810513685457,"EQMHR","Houston","California","Australia","Local Pumpkin Festival","1386 L","1131 Z",389,1216,-19,"Knucklehead",448.975103731043,"Heavy"
"6191","2018-P",73,990.341049923562,"OSVMJ","Los Angeles","Texas","Canada","Regional Pumpkin Festival","1932 R","1228 D",358,990,-2,"Jarrahdale",449.215753389985,"Heavy"
"6194","2529-P",48,978.527005468495,"RXYHP","Houston","Texas","UK","Local Pumpkin Festival","1747 R","1714 X",363,1019,-8,"Long Island Cheese",443.856937978996,"Heavy"
"6200","2574-P",42,987.396459401585,"JEQOO","Houston","California","Australia","Local Pumpkin Festival","1638 E","1374 I",2,-5,-5,"Lumina",447.88009589113,"Heavy"
"6202","2683-P",65,978.031435221434,"NHKVD","Paris","Florida","Canada","Local Pumpkin Festival","1882 Z","1887 M",334,864,18,"Jarrahdale",443.632148789546,"Heavy"
"6204","2209-P",51,974.854263700545,"YNLYZ","Los Angeles","New York","Canada","Regional Pumpkin Festival","1463 K","1388 R",366,1094,-7,"Long Island Cheese",442.190993241651,"Heavy"
"6205","2108-P",22,971.775801333599,"XEJXZ","Chicago","New York","Canada","National Pumpkin Festival","1405 C","1436 I",344,877,15,"Knucklehead",440.794611872267,"Heavy"
"6207","2060-P",69,978.418398342095,"DWDHE","New York","Florida","Australia","Regional Pumpkin Festival","1349 D","1874 F",353,1003,-3,"Jarrahdale",443.807674109632,"Heavy"
"6208","2234-P",82,974.521368234418,"RLNOP","New York","New York","UK","National Pumpkin Festival","1477 C","1798 X",348,900,8,"Jarrahdale",442.039992848779,"Heavy"
"6210","2755-P",91,980.951836308464,"ZXJYC","Paris","California","UK","National Pumpkin Festival","1330 A","1385 R",-5,-2,2,"Long Island Cheese",444.956834032688,"Heavy"
"6213","2000-P",19,967.062616865151,"NOKGM","Houston","New York","Canada","Regional Pumpkin Festival","1383 Y","1974 I",355,986,-4,"Jarrahdale",438.656725421914,"Medium"
